Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
bernadette szocs,ROU,Unknown,tennis-de-table,simple-f,NA,=17
maria xiao,ESP,Unknown,tennis-de-table,simple-f,NA,=17
xiaoxin yang,MON,Unknown,tennis-de-table,simple-f,NA,=17
fu yu,POR,Unknown,tennis-de-table,simple-f,NA,=17
jia nan yuan,FRA,Unknown,tennis-de-table,simple-f,NA,=17
lily zhang,USA,Unknown,tennis-de-table,simple-f,NA,=17
barbora balazova,SVK,Unknown,tennis-de-table,simple-f,NA,=33
offiong edem,NGR,Unknown,tennis-de-table,simple-f,NA,=33
qian li,POL,Unknown,tennis-de-table,simple-f,NA,=33
hana matelova,CZE,Unknown,tennis-de-table,simple-f,NA,=33
polina mikhailova,ROC,Unknown,tennis-de-table,simple-f,NA,=33
sutirtha mukherjee,IND,Unknown,tennis-de-table,simple-f,NA,=33
xia lian ni,LUX,Unknown,tennis-de-table,simple-f,NA,=33
yana noskova,ROC,Unknown,tennis-de-table,simple-f,NA,=33
natalia partyka,POL,Unknown,tennis-de-table,simple-f,NA,=33
margaryta pesotska,UKR,Unknown,tennis-de-table,simple-f,NA,=33
georgina pota,HUN,Unknown,tennis-de-table,simple-f,NA,=33
jieni shao,POR,Unknown,tennis-de-table,simple-f,NA,=33
wai yam minnie soo,HKG,Unknown,tennis-de-table,simple-f,NA,=33
bruna takahashi,BRA,Unknown,tennis-de-table,simple-f,NA,=33
polina trifonova,BUL,Unknown,tennis-de-table,simple-f,NA,=33
maria paulina vega,CHI,Unknown,tennis-de-table,simple-f,NA,=33
bolorerdene batmunkh,MGL,Unknown,tennis-de-table,simple-f,NA,=49
linda bergstroem,SWE,Unknown,tennis-de-table,simple-f,NA,=49
michelle bromley,AUS,Unknown,tennis-de-table,simple-f,NA,=49
sarah de nutte,LUX,Unknown,tennis-de-table,simple-f,NA,=49
melanie diaz,PUR,Unknown,tennis-de-table,simple-f,NA,=49
galia dvorak,ESP,Unknown,tennis-de-table,simple-f,NA,=49
chelsea edghill,GUY,Unknown,tennis-de-table,simple-f,NA,=49
ganna gaponova,UKR,Unknown,tennis-de-table,simple-f,NA,=49
yousra helmy,EGY,Unknown,tennis-de-table,simple-f,NA,=49
tin-tin ho,GBR,Unknown,tennis-de-table,simple-f,NA,=49
christina kaellberg,SWE,Unknown,tennis-de-table,simple-f,NA,=49
anastassiya lavrova,KAZ,Unknown,tennis-de-table,simple-f,NA,=49
dora madarasz,HUN,Unknown,tennis-de-table,simple-f,NA,=49
prithika pavade,FRA,Unknown,tennis-de-table,simple-f,NA,=49
debora vivarelli,ITA,Unknown,tennis-de-table,simple-f,NA,=49
jessica yamada,BRA,Unknown,tennis-de-table,simple-f,NA,=49
daniela fonseca,CUB,Unknown,tennis-de-table,simple-f,NA,=65
fadwa garci,TUN,Unknown,tennis-de-table,simple-f,NA,=65
sarah hanffou,CMR,Unknown,tennis-de-table,simple-f,NA,=65
olufunke oshonaike,NGR,Unknown,tennis-de-table,simple-f,NA,=65
sally yee,FIJ,Unknown,tennis-de-table,simple-f,NA,=65
hend zaza,SYR,Unknown,tennis-de-table,simple-f,NA,=65
matea jelic,CRO,Unknown,taekwondo,67kg-f,Gold,1
lauren williams,GBR,Unknown,taekwondo,67kg-f,Silver,2
ruth marie christelle gbagbi,CIV,Unknown,taekwondo,67kg-f,Bronze,3
hedaya wahba,EGY,Unknown,taekwondo,67kg-f,Bronze,3
milena titoneli,BRA,Unknown,taekwondo,67kg-f,NA,=5
paige mcpherson,USA,Unknown,taekwondo,67kg-f,NA,=5
lauren lee,HAI,Unknown,taekwondo,67kg-f,NA,=7
malia paseka,TGA,Unknown,taekwondo,67kg-f,NA,=7
mengyu zhang,CHN,Unknown,taekwondo,67kg-f,NA,=9
nur tatar,TUR,Unknown,taekwondo,67kg-f,NA,=9
farida azizova,AZE,Unknown,taekwondo,67kg-f,NA,=11
magda wiet henin,FRA,Unknown,taekwondo,67kg-f,NA,=11
julyana al-sadeq,JOR,Unknown,taekwondo,67kg-f,NA,=11
elizabeth oluchi anyanacho,NGR,Unknown,taekwondo,67kg-f,NA,=11
nigora tursunkulova,UZB,Unknown,taekwondo,67kg-f,NA,=11
naomie katoka,COD,Unknown,taekwondo,67kg-f,NA,Non classé
harrie lavreysen,NED,Unknown,cyclisme-sur-piste,sprint-h,Gold,1
jeffrey hoogland,NED,Unknown,cyclisme-sur-piste,sprint-h,Silver,2
jack carlin,GBR,Unknown,cyclisme-sur-piste,sprint-h,Bronze,3
denis dmitriev,ROC,Unknown,cyclisme-sur-piste,sprint-h,NA,4
maximilian levy,GER,Unknown,cyclisme-sur-piste,sprint-h,NA,5
nicholas paul,TTO,Unknown,cyclisme-sur-piste,sprint-h,NA,6
sebastien vigier,FRA,Unknown,cyclisme-sur-piste,sprint-h,NA,7
jason kenny,GBR,Unknown,cyclisme-sur-piste,sprint-h,NA,8
yuta wakimoto,JPN,Unknown,cyclisme-sur-piste,sprint-h,NA,9
azizulhasni awang,MAS,Unknown,cyclisme-sur-piste,sprint-h,NA,10
sam webster,NZL,Unknown,cyclisme-sur-piste,sprint-h,NA,11
muhammad shah firdaus sahrom,MAS,Unknown,cyclisme-sur-piste,sprint-h,NA,12
jair tjon en fa,SUR,Unknown,cyclisme-sur-piste,sprint-h,NA,13
nick wammes,CAN,Unknown,cyclisme-sur-piste,sprint-h,NA,14
stefan boetticher,GER,Unknown,cyclisme-sur-piste,sprint-h,NA,15
patryk rajkowski,POL,Unknown,cyclisme-sur-piste,sprint-h,NA,16
mateusz rudyk,POL,Unknown,cyclisme-sur-piste,sprint-h,NA,17
chao xu,CHN,Unknown,cyclisme-sur-piste,sprint-h,NA,18
hugo barrette,CAN,Unknown,cyclisme-sur-piste,sprint-h,NA,19
kevin santiago quintero chavarro,COL,Unknown,cyclisme-sur-piste,sprint-h,NA,20
rayan helal,FRA,Unknown,cyclisme-sur-piste,sprint-h,NA,21
matthew richardson,AUS,Unknown,cyclisme-sur-piste,sprint-h,NA,22
nathan hart,AUS,Unknown,cyclisme-sur-piste,sprint-h,NA,23
ethan mitchell,NZL,Unknown,cyclisme-sur-piste,sprint-h,NA,24
pavel yakushevskiy,ROC,Unknown,cyclisme-sur-piste,sprint-h,NA,25
yudai nitta,JPN,Unknown,cyclisme-sur-piste,sprint-h,NA,26
jean spies,RSA,Unknown,cyclisme-sur-piste,sprint-h,NA,27
tomas babek,CZE,Unknown,cyclisme-sur-piste,sprint-h,NA,28
sergey ponomaryov,KAZ,Unknown,cyclisme-sur-piste,sprint-h,NA,29
kwesi browne,TTO,Unknown,cyclisme-sur-piste,sprint-h,NA,30
damian warner,CAN,Unknown,athletisme,decathlon-h,Gold,1
kevin mayer,FRA,Unknown,athletisme,decathlon-h,Silver,2
ashley moloney,AUS,Unknown,athletisme,decathlon-h,Bronze,3
garrett scantling,USA,Unknown,athletisme,decathlon-h,NA,4
pierce lepage,CAN,Unknown,athletisme,decathlon-h,NA,5
zachery ziemek,USA,Unknown,athletisme,decathlon-h,NA,6
lindon victor,GRN,Unknown,athletisme,decathlon-h,NA,7
ilya shkurenyov,ROC,Unknown,athletisme,decathlon-h,NA,8
jorge urena,ESP,Unknown,athletisme,decathlon-h,NA,9
steven bastien,USA,Unknown,athletisme,decathlon-h,NA,10
johannes erm,EST,Unknown,athletisme,decathlon-h,NA,11
pawel wiesiolek,POL,Unknown,athletisme,decathlon-h,NA,12
vitaliy zhuk,BLR,Unknown,athletisme,decathlon-h,NA,13
kai kazmirek,GER,Unknown,athletisme,decathlon-h,NA,14
maicel uibo,EST,Unknown,athletisme,decathlon-h,NA,15
adam sebastian helcelet,CZE,Unknown,athletisme,decathlon-h,NA,16
jiri sykora,CZE,Unknown,athletisme,decathlon-h,NA,17
felipe dos santos,BRA,Unknown,athletisme,decathlon-h,NA,18
martin roe,NOR,Unknown,athletisme,decathlon-h,NA,19
karel tilga,EST,Unknown,athletisme,decathlon-h,NA,20
cedric dubler,AUS,Unknown,athletisme,decathlon-h,NA,21
niklas kaul,GER,Unknown,athletisme,decathlon-h,NA,Non classé
thomas van der plaetsen,BEL,Unknown,athletisme,decathlon-h,NA,Non classé
lasha talakhadze,GEO,Résultats:488,halterophilie,plus-de-109kg-h,Gold,1
ali davoudi,IRI,Résultats:441,halterophilie,plus-de-109kg-h,Silver,2
man asaad,SYR,Résultats:424,halterophilie,plus-de-109kg-h,Bronze,3
hojamuhammet toychyyev,TKM,Résultats:414,halterophilie,plus-de-109kg-h,NA,4
david andrew liti,NZL,Résultats:414,halterophilie,plus-de-109kg-h,NA,5
enzo kofi kuworge,NED,Résultats:409,halterophilie,plus-de-109kg-h,NA,6
peter nagy,HUN,Résultats:396,halterophilie,plus-de-109kg-h,NA,7
marcos ruiz i velasco,ESP,Résultats:395,halterophilie,plus-de-109kg-h,NA,8
caine morgan wilkes,USA,Résultats:390,halterophilie,plus-de-109kg-h,NA,9
sargis martirosjan,AUT,Résultats:381,halterophilie,plus-de-109kg-h,NA,10
david litvinov,ISR,Résultats:381,halterophilie,plus-de-109kg-h,NA,11
yun-ting hsieh,TPE,Résultats:378,halterophilie,plus-de-109kg-h,NA,12
jiri orsag,CZE,Résultats:-,halterophilie,plus-de-109kg-h,NA,Non classé
neisi patricia dajomes barrera,ECU,Résultats:263,halterophilie,76kg-f,Gold,1
katherine elizabeth nye,USA,Résultats:249,halterophilie,76kg-f,Silver,2
aremi fuentes zavala,MEX,Résultats:245,halterophilie,76kg-f,Bronze,3
patricia caroline strenius,SWE,Résultats:235,halterophilie,76kg-f,NA,4
darya naumava,BLR,Résultats:234,halterophilie,76kg-f,NA,5
kumushkhon fayzullaeva,UZB,Résultats:227,halterophilie,76kg-f,NA,6
emily victoria godley,GBR,Résultats:222,halterophilie,76kg-f,NA,7
kristel ngarlem,CAN,Résultats:218,halterophilie,76kg-f,NA,8
mahassen hala fattouh,LBN,Résultats:217,halterophilie,76kg-f,NA,9
nancy genzel abouke,NRU,Résultats:203,halterophilie,76kg-f,NA,10
jeanne gaelle eyenga mboosi,CMR,Résultats:202,halterophilie,76kg-f,NA,11
iryna dekha,UKR,Résultats:-,halterophilie,76kg-f,NA,Non classé
suhyeon kim,KOR,Résultats:-,halterophilie,76kg-f,NA,Non classé
romain cannone,FRA,Unknown,escrime,epee-individuel-h,Gold,1
gergely siklosi,HUN,Unknown,escrime,epee-individuel-h,Silver,2
igor reizlin,UKR,Unknown,escrime,epee-individuel-h,Bronze,3
andrea santarelli,ITA,Unknown,escrime,epee-individuel-h,NA,4
sergey bida,ROC,Unknown,escrime,epee-individuel-h,NA,5
masaru yamada,JPN,Unknown,escrime,epee-individuel-h,NA,6
sangyoung park,KOR,Unknown,escrime,epee-individuel-h,NA,7
mohamed elsayed,EGY,Unknown,escrime,epee-individuel-h,NA,8
bas verwijlen,NED,Unknown,escrime,epee-individuel-h,NA,9
kazuyasu minobe,JPN,Unknown,escrime,epee-individuel-h,NA,10
alexandre bardenet,FRA,Unknown,escrime,epee-individuel-h,NA,11
ruslan kurbanov,KAZ,Unknown,escrime,epee-individuel-h,NA,12
max heinzer,SUI,Unknown,escrime,epee-individuel-h,NA,13
houssam elkord,MAR,Unknown,escrime,epee-individuel-h,NA,14
koki kano,JPN,Unknown,escrime,epee-individuel-h,NA,15
minghao lan,CHN,Unknown,escrime,epee-individuel-h,NA,16
yannick borel,FRA,Unknown,escrime,epee-individuel-h,NA,17
ruben limardo gascon,VEN,Unknown,escrime,epee-individuel-h,NA,18
bogdan nikishin,UKR,Unknown,escrime,epee-individuel-h,NA,19
enrico garozzo,ITA,Unknown,escrime,epee-individuel-h,NA,20
zijie wang,CHN,Unknown,escrime,epee-individuel-h,NA,21
roman svichkar,UKR,Unknown,escrime,epee-individuel-h,NA,22
marco fichera,ITA,Unknown,escrime,epee-individuel-h,NA,23
curtis mcdowald,USA,Unknown,escrime,epee-individuel-h,NA,24
jakub jurka,CZE,Unknown,escrime,epee-individuel-h,NA,25
jacob hoyle,USA,Unknown,escrime,epee-individuel-h,NA,26
youngjun kweon,KOR,Unknown,escrime,epee-individuel-h,NA,27
sergey khodos,ROC,Unknown,escrime,epee-individuel-h,NA,28
benjamin steffen,SUI,Unknown,escrime,epee-individuel-h,NA,29
yeisser ramirez,USA,Unknown,escrime,epee-individuel-h,NA,30
chao dong,CHN,Unknown,escrime,epee-individuel-h,NA,31
roman petrov,KGZ,Unknown,escrime,epee-individuel-h,NA,32
segeon ma,KOR,Unknown,escrime,epee-individuel-h,NA,33
marc-antoine blais-belanger,CAN,Unknown,escrime,epee-individuel-h,NA,34
michele niggeler,SUI,Unknown,escrime,epee-individuel-h,NA,35
pavel sukhov,ROC,Unknown,escrime,epee-individuel-h,NA,36
sunisa lee,USA,Résultats:57.433,gymnastique-artistique,concours-general-f,Gold,1
rebeca andrade,BRA,Résultats:57.298,gymnastique-artistique,concours-general-f,Silver,2
angelina melnikova,ROC,Résultats:57.199,gymnastique-artistique,concours-general-f,Bronze,3
vladislava urazova,ROC,Résultats:56.966,gymnastique-artistique,concours-general-f,NA,4
mai murakami,JPN,Résultats:56.032,gymnastique-artistique,concours-general-f,NA,5
nina derwael,BEL,Résultats:55.965,gymnastique-artistique,concours-general-f,NA,6
xijing tang,CHN,Résultats:54.498,gymnastique-artistique,concours-general-f,NA,7
jade carey,USA,Résultats:54.199,gymnastique-artistique,concours-general-f,NA,8
elisabeth seitz,GER,Résultats:54.066,gymnastique-artistique,concours-general-f,NA,9
jessica gadirova,GBR,Résultats:53.965,gymnastique-artistique,concours-general-f,NA,10
melanie de jesus dos santos,FRA,Résultats:53.698,gymnastique-artistique,concours-general-f,NA,11
carolann heduit,FRA,Résultats:53.565,gymnastique-artistique,concours-general-f,NA,12
jennifer gadirova,GBR,Résultats:53.533,gymnastique-artistique,concours-general-f,NA,13
zsofia kovacs,HUN,Résultats:53.433,gymnastique-artistique,concours-general-f,NA,14
giulia steingruber,SUI,Résultats:53.366,gymnastique-artistique,concours-general-f,NA,15
brooklyn moors,CAN,Résultats:53.299,gymnastique-artistique,concours-general-f,NA,16
kim bui,GER,Résultats:52.998,gymnastique-artistique,concours-general-f,NA,17
yufei lu,CHN,Résultats:52.799,gymnastique-artistique,concours-general-f,NA,18
martina maggio,ITA,Résultats:52.565,gymnastique-artistique,concours-general-f,NA,19
alice d'amato,ITA,Résultats:51.899,gymnastique-artistique,concours-general-f,NA,20
yunseo lee,KOR,Résultats:51.632,gymnastique-artistique,concours-general-f,NA,21
roxana popa,ESP,Résultats:51.533,gymnastique-artistique,concours-general-f,NA,22
jutta verkest,BEL,Résultats:51.232,gymnastique-artistique,concours-general-f,NA,23
lieke wevers,NED,Résultats:51.098,gymnastique-artistique,concours-general-f,NA,24
long ma,CHN,Unknown,tennis-de-table,simple-h,Gold,1
zhendong fan,CHN,Unknown,tennis-de-table,simple-h,Silver,2
dimitrij ovtcharov,GER,Unknown,tennis-de-table,simple-h,Bronze,3
yun ju lin,TPE,Unknown,tennis-de-table,simple-h,NA,4
omar assar,EGY,Unknown,tennis-de-table,simple-h,NA,=5
hugo calderano,BRA,Unknown,tennis-de-table,simple-h,NA,=5
youngsik jeoung,KOR,Unknown,tennis-de-table,simple-h,NA,=5
darko jorgic,SLO,Unknown,tennis-de-table,simple-h,NA,=5
timo boll,GER,Unknown,tennis-de-table,simple-h,NA,=9
chih-yuan chuang,TPE,Unknown,tennis-de-table,simple-h,NA,=9
marcos freitas,POR,Unknown,tennis-de-table,simple-h,NA,=9
simon gauzy,FRA,Unknown,tennis-de-table,simple-h,NA,=9
tomokazu harimoto,JPN,Unknown,tennis-de-table,simple-h,NA,=9
woojin jang,KOR,Unknown,tennis-de-table,simple-h,NA,=9
koki niwa,JPN,Unknown,tennis-de-table,simple-h,NA,=9
gustavo tsuboi,BRA,Unknown,tennis-de-table,simple-h,NA,=9
sharath kamal achanta,IND,Unknown,tennis-de-table,simple-h,NA,=17
quadri aruna,NGR,Unknown,tennis-de-table,simple-h,NA,=17
paul drinkhall,GBR,Unknown,tennis-de-table,simple-h,NA,=17
mattias falck,SWE,Unknown,tennis-de-table,simple-h,NA,=17
kirill gerassimenko,KAZ,Unknown,tennis-de-table,simple-h,NA,=17
panagiotis gionis,GRE,Unknown,tennis-de-table,simple-h,NA,=17
jonathan groth,DEN,Unknown,tennis-de-table,simple-h,NA,=17
daniel habesohn,AUT,Unknown,tennis-de-table,simple-h,NA,=17
anton kaellberg,SWE,Unknown,tennis-de-table,simple-h,NA,=17
siu hang lam,HKG,Unknown,tennis-de-table,simple-h,NA,=17
emmanuel lebesson,FRA,Unknown,tennis-de-table,simple-h,NA,=17
liam pitchford,GBR,Unknown,tennis-de-table,simple-h,NA,=17
kirill skachkov,ROC,Unknown,tennis-de-table,simple-h,NA,=17
bojan tokic,SLO,Unknown,tennis-de-table,simple-h,NA,=17
yang wang,SVK,Unknown,tennis-de-table,simple-h,NA,=17
chun ting wong,HKG,Unknown,tennis-de-table,simple-h,NA,=17
tiago apolonia,POR,Unknown,tennis-de-table,simple-h,NA,=33
zhe yu clarence chew,SGP,Unknown,tennis-de-table,simple-h,NA,=33
horacio cifuentes,ARG,Unknown,tennis-de-table,simple-h,NA,=33
andrej gacina,CRO,Unknown,tennis-de-table,simple-h,NA,=33
robert gardos,AUT,Unknown,tennis-de-table,simple-h,NA,=33
sathiyan gnanasekaran,IND,Unknown,tennis-de-table,simple-h,NA,=33
ovidiu ionescu,ROU,Unknown,tennis-de-table,simple-h,NA,=33
lubomir jancarik,CZE,Unknown,tennis-de-table,simple-h,NA,=33
kanak jha,USA,Unknown,tennis-de-table,simple-h,NA,=33
lei kou,UKR,Unknown,tennis-de-table,simple-h,NA,=33
nikhil kumar,USA,Unknown,tennis-de-table,simple-h,NA,=33
bence majoros,HUN,Unknown,tennis-de-table,simple-h,NA,=33
david powell,AUS,Unknown,tennis-de-table,simple-h,NA,=33
tomislav pucar,CRO,Unknown,tennis-de-table,simple-h,NA,=33
alvaro robles,ESP,Unknown,tennis-de-table,simple-h,NA,=33
ahmed saleh,EGY,Unknown,tennis-de-table,simple-h,NA,=33
brian afanador,PUR,Unknown,tennis-de-table,simple-h,NA,=49
nima alamian,IRI,Unknown,tennis-de-table,simple-h,NA,=49
ali alkhadrawi,KSA,Unknown,tennis-de-table,simple-h,NA,=49
gaston alto,ARG,Unknown,tennis-de-table,simple-h,NA,=49
larbi bouriah,ALG,Unknown,tennis-de-table,simple-h,NA,=49
ibrahima diaw,SEN,Unknown,tennis-de-table,simple-h,NA,=49
kokou dodji fanny,TOG,Unknown,tennis-de-table,simple-h,NA,=49
jeremy hazin,CAN,Unknown,tennis-de-table,simple-h,NA,=49
adam hmam,TUN,Unknown,tennis-de-table,simple-h,NA,=49
dimitrije levajac,SRB,Unknown,tennis-de-table,simple-h,NA,=49
alberto mino,ECU,Unknown,tennis-de-table,simple-h,NA,=49
olajide omotayo,NGR,Unknown,tennis-de-table,simple-h,NA,=49
zsolt peto,SRB,Unknown,tennis-de-table,simple-h,NA,=49
yoshua shing,VAN,Unknown,tennis-de-table,simple-h,NA,=49
pavel sirucek,CZE,Unknown,tennis-de-table,simple-h,NA,=49
xin yan,AUS,Unknown,tennis-de-table,simple-h,NA,=49
lkhagvasuren enkhbat,MGL,Unknown,tennis-de-table,simple-h,NA,65
kaylee mckeown,AUS,Résultats:57.47,natation,100m-dos-f,Gold,1
kylie masse,CAN,Résultats:57.72,natation,100m-dos-f,Silver,2
regan smith,USA,Résultats:58.05,natation,100m-dos-f,Bronze,3
rhyan elizabeth white,USA,Résultats:58.43,natation,100m-dos-f,NA,4
emily seebohm,AUS,Résultats:58.45,natation,100m-dos-f,NA,5
kathleen dawson,GBR,Résultats:58.70,natation,100m-dos-f,NA,6
kira toussaint,NED,Résultats:59.11,natation,100m-dos-f,NA,7
anastasya gorbenko,ISR,Résultats:59.53,natation,100m-dos-f,NA,8
nevin harrison,USA,Unknown,canoe-sprint,canoe-simple-200m-f,Gold,1
laurence vincent-lapointe,CAN,Unknown,canoe-sprint,canoe-simple-200m-f,Silver,2
liudmyla luzan,UKR,Unknown,canoe-sprint,canoe-simple-200m-f,Bronze,3
dorota borowska,POL,Unknown,canoe-sprint,canoe-simple-200m-f,NA,4
antia jacome,ESP,Unknown,canoe-sprint,canoe-simple-200m-f,NA,5
wenjun lin,CHN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,6
olesia romasenko,ROC,Unknown,canoe-sprint,canoe-simple-200m-f,NA,7
katie vincent,CAN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,8
virag balla,HUN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,9
maria mailliard,CHI,Unknown,canoe-sprint,canoe-simple-200m-f,NA,10
alena nazdrova,BLR,Unknown,canoe-sprint,canoe-simple-200m-f,NA,11
yarisleidis cirilo duboys,CUB,Unknown,canoe-sprint,canoe-simple-200m-f,NA,12
lisa jahn,GER,Unknown,canoe-sprint,canoe-simple-200m-f,NA,13
kincso takacs,HUN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,14
irina andreeva,ROC,Unknown,canoe-sprint,canoe-simple-200m-f,NA,15
katherin nuevo segura,CUB,Unknown,canoe-sprint,canoe-simple-200m-f,NA,16
anastasiia chetverikova,UKR,Unknown,canoe-sprint,canoe-simple-200m-f,NA,17
dilnoza rakhmatova,UZB,Unknown,canoe-sprint,canoe-simple-200m-f,NA,18
ayomide emmanuel bello,NGR,Unknown,canoe-sprint,canoe-simple-200m-f,NA,19
katie reid,GBR,Unknown,canoe-sprint,canoe-simple-200m-f,NA,20
bernadette wallace,AUS,Unknown,canoe-sprint,canoe-simple-200m-f,NA,21
vanesa tot,CRO,Unknown,canoe-sprint,canoe-simple-200m-f,NA,22
orasa thiangkathok,THA,Unknown,canoe-sprint,canoe-simple-200m-f,NA,23
daniela cociu,MDA,Unknown,canoe-sprint,canoe-simple-200m-f,NA,24
sophie ulrike koch,GER,Unknown,canoe-sprint,canoe-simple-200m-f,NA,25
staniliya stamenova,BUL,Unknown,canoe-sprint,canoe-simple-200m-f,NA,26
nilufar zokirova,UZB,Unknown,canoe-sprint,canoe-simple-200m-f,NA,27
maria olarasu,MDA,Unknown,canoe-sprint,canoe-simple-200m-f,NA,28
margarita torlopova,KAZ,Unknown,canoe-sprint,canoe-simple-200m-f,NA,29
teruko kiriake,JPN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,30
manaka kubota,JPN,Unknown,canoe-sprint,canoe-simple-200m-f,NA,31
josephine bulmer,AUS,Unknown,canoe-sprint,canoe-simple-200m-f,NA,32
charlotte worthington,GBR,Résultats:97.50,cyclisme-bmx-freestyle,park-f,Gold,1
hannah roberts,USA,Résultats:96.10,cyclisme-bmx-freestyle,park-f,Silver,2
nikita ducarroz,SUI,Résultats:89.20,cyclisme-bmx-freestyle,park-f,Bronze,3
perris benegas,USA,Résultats:88.50,cyclisme-bmx-freestyle,park-f,NA,4
natalya diehm,AUS,Résultats:86.00,cyclisme-bmx-freestyle,park-f,NA,5
lara marie lessmann,GER,Résultats:79.60,cyclisme-bmx-freestyle,park-f,NA,6
minato oike,JPN,Résultats:75.40,cyclisme-bmx-freestyle,park-f,NA,7
macarena perez grasset,CHI,Résultats:73.80,cyclisme-bmx-freestyle,park-f,NA,8
elizaveta posadskikh,ROC,Résultats:63.00,cyclisme-bmx-freestyle,park-f,NA,9
ahmed hafnaoui,TUN,Résultats:3:43.36,natation,400m-nage-libre-h,Gold,1
jack mcloughlin,AUS,Résultats:3:43.52,natation,400m-nage-libre-h,Silver,2
kieran smith,USA,Résultats:3:43.94,natation,400m-nage-libre-h,Bronze,3
henning bennet muhlleitner,GER,Résultats:3:44.07,natation,400m-nage-libre-h,NA,=4
felix auboeck,AUT,Résultats:3:44.07,natation,400m-nage-libre-h,NA,=4
gabriele detti,ITA,Résultats:3:44.88,natation,400m-nage-libre-h,NA,6
elijah winnington,AUS,Résultats:3:45.20,natation,400m-nage-libre-h,NA,7
jake mitchell,USA,Résultats:3:45.39,natation,400m-nage-libre-h,NA,8
anne-marie rindom,DEN,Résultats:78,voile,laser-radial-f,Gold,1
josefin olsson,SWE,Résultats:81,voile,laser-radial-f,Silver,2
marit bouwmeester,NED,Résultats:83,voile,laser-radial-f,Bronze,3
emma plasschaert,BEL,Résultats:87,voile,laser-radial-f,NA,4
tuula tenkanen,FIN,Résultats:95,voile,laser-radial-f,NA,5
sarah douglas,CAN,Résultats:100,voile,laser-radial-f,NA,6
silvia zennaro,ITA,Résultats:106,voile,laser-radial-f,NA,7
line flem hoest,NOR,Résultats:111,voile,laser-radial-f,NA,8
vasileia karachaliou,GRE,Résultats:112,voile,laser-radial-f,NA,9
alison young,GBR,Résultats:133,voile,laser-radial-f,NA,10
marie bolou,FRA,Résultats:121,voile,laser-radial-f,NA,11
elena vorobeva,CRO,Résultats:126,voile,laser-radial-f,NA,12
maria erdi,HUN,Résultats:128,voile,laser-radial-f,NA,13
mara stransky,AUS,Résultats:130,voile,laser-radial-f,NA,14
